:START_ID(Post)|:END_ID(Person)
755914245632|19791209299987
755914245633|19791209299987
962072675842|19791209299987
962072675843|19791209299987
962072675844|19791209299987
962072675845|19791209299987
962072675846|19791209299987
962072675847|19791209299987
962072675848|19791209299987
962072675849|19791209299987
1099511629322|19791209299987
1099511629323|19791209299987
1099511629324|19791209299987
1099511629325|19791209299987
1168231106062|19791209299987
1168231106063|19791209299987
1168231106064|19791209299987
1168231106065|19791209299987
1168231106066|19791209299987
1168231106067|19791209299987
1168231106068|19791209299987
1168231106069|19791209299987
687194768918|19791209299987
687194768919|19791209299987
687194768920|19791209299987
687194768921|19791209299987
687194768922|19791209299987
687194768923|19791209299987
687194768924|19791209299987
824633722397|19791209299987
824633722398|19791209299987
824633722399|19791209299987
824633722400|19791209299987
1168231106081|19791209299987
1168231106082|19791209299987
1168231106083|19791209299987
1168231106084|19791209299987
1168231106085|19791209299987
1168231106086|19791209299987
1168231106087|19791209299987
1168231106088|19791209299987
1168231106089|19791209299987
1168231106090|19791209299987
1168231106091|19791209299987
1168231106092|19791209299987
1168231106093|19791209299987
1168231106094|19791209299987
1168231106095|19791209299987
1168231106096|19791209299987
1168231106097|19791209299987
1168231106098|19791209299987
1168231106099|19791209299987
1168231106100|19791209299987
687194768949|13194139533352
549755815486|13194139533352
549755815495|13194139533352
618475292240|13194139533352
618475292241|13194139533352
618475292242|13194139533352
618475292243|13194139533352
618475292244|13194139533352
618475292245|13194139533352
618475292246|13194139533352
618475292247|13194139533352
618475292248|13194139533352
618475292249|13194139533352
618475292250|13194139533352
618475292251|13194139533352
618475292252|13194139533352
618475292253|13194139533352
618475292254|13194139533352
618475292255|13194139533352
618475292256|13194139533352
755914245729|13194139533352
755914245730|13194139533352
755914245731|13194139533352
755914245732|13194139533352
755914245733|13194139533352
755914245734|13194139533352
755914245735|13194139533352
755914245736|13194139533352
755914245737|13194139533352
755914245738|13194139533352
755914245739|13194139533352
755914245740|13194139533352
755914245741|13194139533352
755914245742|13194139533352
755914245743|13194139533352
755914245744|13194139533352
755914245745|13194139533352
687194769010|13194139533352
687194769011|13194139533352
687194769012|13194139533352
687194769013|13194139533352
687194769014|13194139533352
687194769015|13194139533352
687194769016|13194139533352
687194769017|13194139533352
687194769018|13194139533352
687194769019|13194139533352
687194769020|13194139533352
687194769021|13194139533352
687194769022|13194139533352
687194769023|13194139533352
687194769024|13194139533352
687194769025|13194139533352
687194769026|13194139533352
687194769027|13194139533352
687194769028|13194139533352
687194769029|13194139533352
962072675974|13194139533352
962072675975|13194139533352
1030792152712|13194139533352
1030792152713|13194139533352
1030792152714|13194139533352
1030792152715|13194139533352
1030792152716|13194139533352
1030792152717|13194139533352
618475292302|13194139533352
618475292303|13194139533352
618475292304|13194139533352
618475292305|13194139533352
618475292306|13194139533352
618475292307|13194139533352
893353199252|13194139533352
893353199253|13194139533352
893353199254|13194139533352
893353199255|13194139533352
893353199256|13194139533352
893353199257|13194139533352
893353199258|13194139533352
893353199259|13194139533352
893353199260|13194139533352
893353199261|13194139533352
893353199262|13194139533352
893353199263|13194139533352
893353199264|13194139533352
893353199265|13194139533352
893353199266|13194139533352
893353199267|13194139533352
893353199268|13194139533352
893353199269|13194139533352
893353199270|13194139533352
893353199271|13194139533352
893353199272|13194139533352
893353199273|13194139533352
893353199274|13194139533352
893353199275|13194139533352
893353199276|13194139533352
893353199277|13194139533352
755914245806|13194139533352
755914245807|13194139533352
755914245808|13194139533352
755914245809|13194139533352
755914245810|13194139533352
755914245811|13194139533352
755914245812|13194139533352
755914245813|13194139533352
755914245814|13194139533352
755914245815|13194139533352
755914245816|13194139533352
755914245817|13194139533352
755914245818|13194139533352
687194769083|13194139533352
687194769084|13194139533352
687194769085|13194139533352
687194769086|13194139533352
687194769087|13194139533352
687194769088|13194139533352
687194769089|13194139533352
687194769090|13194139533352
687194769091|13194139533352
687194769092|13194139533352
687194769093|13194139533352
687194769094|13194139533352
687194769095|13194139533352
687194769096|13194139533352
687194769097|13194139533352
687194769098|13194139533352
687194769099|13194139533352
687194769100|13194139533352
824633722573|13194139533352
824633722574|13194139533352
824633722575|13194139533352
824633722576|13194139533352
824633722577|13194139533352
824633722578|13194139533352
824633722579|13194139533352
824633722580|13194139533352
824633722581|13194139533352
824633722582|13194139533352
824633722583|13194139533352
824633722584|13194139533352
824633722585|13194139533352
824633722586|13194139533352
824633722587|13194139533352
824633722588|13194139533352
824633722589|13194139533352
824633722590|13194139533352
549755815647|13194139533352
549755815648|13194139533352
549755815649|13194139533352
549755815650|13194139533352
549755815651|13194139533352
549755815652|13194139533352
549755815653|13194139533352
549755815654|13194139533352
549755815655|13194139533352
549755815656|13194139533352
549755815657|13194139533352
549755815658|13194139533352
549755815659|13194139533352
549755815660|13194139533352
549755815661|13194139533352
549755815662|13194139533352
549755815663|13194139533352
549755815664|13194139533352
549755815665|13194139533352
755914245874|13194139533352
824633722611|13194139533352
824633722612|13194139533352
824633722613|13194139533352
824633722614|13194139533352
824633722615|13194139533352
824633722616|13194139533352
824633722617|13194139533352
824633722618|13194139533352
824633722619|13194139533352
824633722620|13194139533352
824633722621|13194139533352
824633722622|13194139533352
824633722623|13194139533352
824633722624|13194139533352
824633722625|13194139533352
824633722626|13194139533352
824633722627|13194139533352
893353199364|13194139533352
893353199365|13194139533352
893353199366|13194139533352
893353199367|13194139533352
893353199368|13194139533352
893353199369|13194139533352
893353199370|13194139533352
893353199371|13194139533352
893353199372|13194139533352
893353199373|13194139533352
893353199374|13194139533352
824633722639|13194139533352
824633722640|13194139533352
824633722641|13194139533352
824633722642|13194139533352
824633722643|13194139533352
824633722644|13194139533352
824633722645|13194139533352
824633722646|13194139533352
824633722647|13194139533352
824633722648|13194139533352
824633722649|13194139533352
824633722650|13194139533352
824633722651|13194139533352
824633722652|13194139533352
824633722653|13194139533352
824633722654|13194139533352
824633722655|13194139533352
618475292448|13194139533352
618475292449|13194139533352
618475292450|13194139533352
618475292451|13194139533352
618475292452|13194139533352
618475292453|13194139533352
618475292454|13194139533352
618475292455|13194139533352
618475292456|13194139533352
618475292457|13194139533352
618475292458|13194139533352
618475292459|13194139533352
618475292460|13194139533352
618475292461|13194139533352
687194769198|13194139533352
687194769199|13194139533352
687194769200|13194139533352
687194769201|13194139533352
687194769202|13194139533352
687194769203|13194139533352
687194769204|13194139533352
687194769205|13194139533352
687194769206|13194139533352
687194769207|13194139533352
687194769208|13194139533352
687194769209|13194139533352
687194769210|13194139533352
687194769211|13194139533352
687194769212|13194139533352
687194769213|13194139533352
549755815742|13194139533352
549755815743|13194139533352
549755815744|13194139533352
549755815745|13194139533352
549755815746|13194139533352
549755815747|13194139533352
549755815748|13194139533352
893353199429|13194139533352
893353199430|13194139533352
893353199431|13194139533352
893353199432|13194139533352
893353199433|13194139533352
893353199434|13194139533352
893353199435|13194139533352
893353199436|13194139533352
893353199437|13194139533352
893353199438|13194139533352
893353199439|13194139533352
893353199440|13194139533352
893353199441|13194139533352
893353199442|13194139533352
893353199443|13194139533352
893353199444|13194139533352
893353199445|13194139533352
893353199446|13194139533352
893353199447|13194139533352
893353199448|13194139533352
893353199449|13194139533352
893353199450|13194139533352
893353199451|13194139533352
618475292508|8796093022234
618475292509|8796093022234
618475292510|8796093022234
618475292511|8796093022234
618475292512|8796093022234
618475292513|8796093022234
618475292514|8796093022234
618475292515|8796093022234
618475292516|8796093022234
618475292517|8796093022234
618475292518|8796093022234
618475292519|8796093022234
618475292520|8796093022234
618475292521|8796093022234
618475292522|8796093022234
618475292523|8796093022234
618475292524|8796093022234
618475292525|8796093022234
618475292526|8796093022234
618475292527|8796093022234
1168231106416|8796093022234
1168231106417|8796093022234
1168231106418|8796093022234
1168231106419|8796093022234
1168231106420|8796093022234
1168231106421|8796093022234
1168231106422|8796093022234
549755815799|8796093022234
549755815800|8796093022234
549755815801|8796093022234
549755815802|8796093022234
549755815803|8796093022234
549755815804|8796093022234
549755815805|8796093022234
549755815806|8796093022234
549755815807|8796093022234
549755815808|8796093022234
549755815809|8796093022234
549755815810|8796093022234
549755815811|8796093022234
549755815812|8796093022234
412316862341|8796093022234
412316862342|8796093022234
412316862343|8796093022234
412316862344|8796093022234
412316862345|8796093022234
412316862346|8796093022234
412316862347|8796093022234
412316862348|8796093022234
412316862349|8796093022234
412316862350|8796093022234
412316862351|8796093022234
412316862352|8796093022234
412316862353|8796093022234
481036339090|8796093022234
481036339091|8796093022234
481036339092|8796093022234
481036339093|8796093022234
481036339094|8796093022234
481036339095|8796093022234
481036339096|8796093022234
481036339097|8796093022234
481036339098|8796093022234
481036339099|8796093022234
481036339100|8796093022234
274877908893|8796093022234
274877908894|8796093022234
274877908895|8796093022234
343597385632|8796093022234
343597385633|8796093022234
343597385634|8796093022234
343597385635|8796093022234
343597385636|8796093022234
343597385637|8796093022234
343597385638|8796093022234
343597385639|8796093022234
343597385640|8796093022234
343597385641|8796093022234
343597385642|8796093022234
343597385643|8796093022234
343597385644|8796093022234
1099511629741|8796093022234
1099511629742|8796093022234
1099511629743|8796093022234
1099511629744|8796093022234
1099511629745|8796093022234
1099511629746|8796093022234
1099511629747|8796093022234
1099511629748|8796093022234
1099511629749|8796093022234
1099511629750|8796093022234
1099511629751|8796093022234
1099511629752|8796093022234
1099511629753|8796093022234
1099511629754|8796093022234
1099511629755|8796093022234
1099511629756|8796093022234
1099511629757|8796093022234
1099511629758|8796093022234
1099511629759|8796093022234
1099511629760|8796093022234
1099511629761|8796093022234
1099511629762|8796093022234
1099511629763|8796093022234
1099511629764|8796093022234
1099511629765|8796093022234
1099511629766|8796093022234
1099511629767|8796093022234
1099511629768|8796093022234
1099511629769|8796093022234
343597385674|8796093022234
343597385675|8796093022234
343597385676|8796093022234
343597385677|8796093022234
343597385678|8796093022234
343597385679|8796093022234
343597385680|8796093022234
343597385681|8796093022234
343597385682|8796093022234
343597385683|8796093022234
343597385684|8796093022234
343597385685|8796093022234
618475292630|8796093022234
618475292631|8796093022234
618475292632|8796093022234
618475292633|8796093022234
618475292634|8796093022234
618475292635|8796093022234
618475292636|8796093022234
755914246109|8796093022234
755914246110|8796093022234
755914246111|8796093022234
755914246112|8796093022234
755914246113|8796093022234
755914246114|8796093022234
755914246115|8796093022234
687194769380|8796093022234
687194769381|8796093022234
687194769382|8796093022234
687194769383|8796093022234
687194769384|8796093022234
687194769385|8796093022234
687194769386|8796093022234
687194769387|8796093022234
687194769388|8796093022234
687194769389|8796093022234
687194769390|8796093022234
343597385711|8796093022234
481036339184|8796093022234
481036339185|8796093022234
481036339186|8796093022234
481036339187|8796093022234
481036339188|8796093022234
481036339189|8796093022234
481036339190|8796093022234
481036339191|8796093022234
481036339192|8796093022234
1099511629817|8796093022234
1099511629818|8796093022234
1099511629819|8796093022234
1099511629820|8796093022234
1099511629821|8796093022234
1099511629822|8796093022234
1099511629823|8796093022234
962072676352|8796093022234
962072676353|8796093022234
962072676354|8796093022234
962072676355|8796093022234
962072676356|8796093022234
962072676357|8796093022234
962072676358|8796093022234
962072676359|8796093022234
962072676360|8796093022234
962072676361|8796093022234
962072676362|8796093022234
962072676363|8796093022234
962072676364|8796093022234
962072676365|8796093022234
962072676366|8796093022234
962072676367|8796093022234
962072676368|8796093022234
962072676369|8796093022234
962072676370|8796093022234
824633722899|8796093022234
824633722900|8796093022234
824633722901|8796093022234
824633722902|8796093022234
824633722903|8796093022234
824633722904|8796093022234
618475292697|8796093022234
618475292698|8796093022234
618475292699|8796093022234
618475292700|8796093022234
618475292701|8796093022234
618475292702|8796093022234
618475292703|8796093022234
618475292704|8796093022234
618475292705|8796093022234
618475292706|8796093022234
618475292707|8796093022234
618475292708|8796093022234
893353199653|8796093022234
824633722918|8796093022234
824633722919|8796093022234
824633722920|8796093022234
824633722921|8796093022234
824633722922|8796093022234
824633722923|8796093022234
412316862508|8796093022234
412316862509|8796093022234
412316862510|8796093022234
412316862511|8796093022234
412316862512|8796093022234
1030792153137|8796093022234
1030792153138|8796093022234
1030792153139|8796093022234
1030792153140|8796093022234
343597385781|8796093022234
343597385782|8796093022234
343597385783|8796093022234
343597385784|8796093022234
343597385785|8796093022234
343597385786|8796093022234
343597385787|8796093022234
343597385788|8796093022234
343597385789|8796093022234
343597385790|8796093022234
343597385791|8796093022234
343597385792|8796093022234
343597385793|8796093022234
343597385794|8796093022234
343597385795|8796093022234
343597385796|8796093022234
962072676421|8796093022234
1099511629894|28587302322209
1099511629895|28587302322209
962072676424|28587302322209
962072676425|28587302322209
962072676426|28587302322209
962072676427|28587302322209
962072676428|28587302322209
962072676429|28587302322209
962072676430|28587302322209
962072676431|28587302322209
962072676432|28587302322209
962072676433|28587302322209
962072676434|28587302322209
962072676435|28587302322209
962072676436|28587302322209
962072676437|28587302322209
962072676438|28587302322209
962072676439|28587302322209
1030792153176|28587302322209
1030792153177|28587302322209
1030792153178|28587302322209
1030792153179|28587302322209
1030792153180|28587302322209
1030792153181|28587302322209
1030792153182|28587302322209
1030792153183|28587302322209
1030792153184|28587302322209
1030792153185|28587302322209
1030792153186|28587302322209
1030792153187|28587302322209
1030792153188|28587302322209
1030792153189|28587302322209
1030792153190|28587302322209
1030792153191|28587302322209
1030792153192|28587302322209
893353199721|28587302322209
893353199722|28587302322209
893353199723|28587302322209
1030792153196|28587302322209
1030792153197|28587302322209
1030792153198|28587302322209
1030792153199|28587302322209
1030792153200|28587302322209
1030792153201|28587302322209
1030792153202|28587302322209
962072676467|28587302322209
962072676468|28587302322209
962072676469|28587302322209
1168231106678|28587302322209
1168231106679|28587302322209
1168231106680|28587302322209
1168231106681|28587302322209
1168231106682|28587302322209
1168231106683|28587302322209
1168231106684|28587302322209
1168231106685|28587302322209
1168231106686|28587302322209
1168231106687|28587302322209
1168231106688|28587302322209
1168231106689|28587302322209
1168231106690|28587302322209
1099511629955|28587302322209
1099511629956|28587302322209
1099511629957|28587302322209
1099511629958|28587302322209
1099511629959|28587302322209
1099511629960|28587302322209
1099511629961|28587302322209
1099511629962|28587302322209
1099511629963|28587302322209
1099511629964|28587302322209
755914246285|13194139533355
1030792153235|13194139533355
1168231106714|13194139533355
687194769569|13194139533355
1168231106735|35184372088856
1168231106754|37383395344409
1168231106764|26388279066641
1168231106765|32985348833329
1168231106770|37383395344394
1168231106783|35184372088834
1099511630055|10995116277761
1099511630070|32985348833318
1099511630074|15393162788877
1168231106815|10995116277782
1099511630087|28587302322209
1168231106838|32985348833291
1168231106851|13194139533342
1168231106870|26388279066655
1168231106872|13194139533355
1099511630138|30786325577740
893353199943|19791209299987
962072676692|17592186044443
962072676693|8796093022234
962072676711|21990232555527
962072676720|10995116277808
962072676737|26388279066632
962072676747|28587302322223
962072676767|14
962072676770|24189255811109
962072676779|2199023255594
962072676791|26388279066658
962072676798|32
962072676809|19791209299987
962072676820|8796093022237
1099511630297|32985348833291
1099511630307|35184372088871
824633723370|8796093022237
824633723371|13194139533342
1168231107070|21990232555527
893353200130|8796093022234
1099511630343|30786325577731
755914246679|8796093022249
1030792153627|10995116277783
1099511630369|10995116277761
1099511630376|13194139533352
1168231107114|10995116277808
1168231107124|32985348833329
1168231107140|30786325577731
1168231107158|2199023255594
1099511630432|26388279066658
1099511630440|32985348833318
1099511630457|24189255811109
1099511630478|6597069766702
1099511630480|19791209299987
1099511630488|17592186044461
1099511630494|16
1099511630496|26388279066655
1099511630509|26388279066641
1099511630523|8796093022244
1099511630532|2199023255573
1099511630537|28587302322204
1099511630544|2199023255594
1099511630550|28587302322209
343597386469|10995116277808
962072677094|10995116277808
962072677095|10995116277808
962072677096|10995116277808
962072677097|10995116277808
962072677098|10995116277808
962072677099|10995116277808
962072677100|10995116277808
962072677101|10995116277808
962072677102|10995116277808
962072677103|10995116277808
962072677104|10995116277808
962072677105|10995116277808
962072677106|10995116277808
962072677107|10995116277808
962072677108|10995116277808
962072677109|10995116277808
962072677110|10995116277808
893353200375|10995116277808
893353200376|10995116277808
893353200377|10995116277808
893353200378|10995116277808
1030792153851|10995116277808
1030792153852|10995116277808
1030792153853|10995116277808
1030792153854|10995116277808
1030792153855|10995116277808
1030792153856|10995116277808
1030792153857|10995116277808
1030792153858|10995116277808
1030792153859|10995116277808
1030792153860|10995116277808
1030792153861|10995116277808
1099511630598|10995116277808
343597386503|10995116277808
343597386504|10995116277808
343597386505|10995116277808
343597386506|10995116277808
343597386507|10995116277808
962072677132|10995116277808
962072677133|10995116277808
962072677134|10995116277808
962072677135|10995116277808
962072677136|10995116277808
962072677137|10995116277808
962072677138|10995116277808
962072677139|10995116277808
824633723668|10995116277808
824633723669|10995116277808
824633723670|10995116277808
824633723671|10995116277808
824633723672|10995116277808
824633723673|10995116277808
824633723674|10995116277808
824633723675|10995116277808
824633723676|10995116277808
824633723677|10995116277808
824633723678|10995116277808
618475293471|10995116277808
618475293472|10995116277808
618475293473|10995116277808
618475293474|10995116277808
618475293475|10995116277808
618475293476|10995116277808
618475293477|10995116277808
618475293478|10995116277808
618475293479|10995116277808
618475293480|10995116277808
618475293481|10995116277808
618475293482|10995116277808
618475293483|10995116277808
618475293484|10995116277808
618475293485|10995116277808
618475293486|10995116277808
618475293487|10995116277808
618475293488|10995116277808
618475293489|10995116277808
618475293490|10995116277808
1030792153907|10995116277808
1030792153908|10995116277808
1030792153909|10995116277808
1030792153910|10995116277808
1030792153911|10995116277808
1030792153912|10995116277808
1030792153913|10995116277808
1030792153914|10995116277808
1030792153915|10995116277808
1030792153916|10995116277808
1030792153917|10995116277808
1030792153918|10995116277808
1030792153919|10995116277808
1030792153920|10995116277808
481036340033|10995116277808
481036340034|10995116277808
481036340035|10995116277808
481036340036|10995116277808
481036340037|10995116277808
481036340038|10995116277808
481036340039|10995116277808
481036340040|10995116277808
481036340041|10995116277808
481036340042|10995116277808
481036340043|10995116277808
481036340044|10995116277808
481036340045|10995116277808
481036340046|10995116277808
481036340047|10995116277808
481036340048|10995116277808
893353200465|10995116277808
893353200466|10995116277808
893353200467|10995116277808
893353200468|10995116277808
893353200469|10995116277808
893353200470|10995116277808
893353200471|10995116277808
893353200472|10995116277808
893353200473|10995116277808
893353200474|10995116277808
893353200475|10995116277808
687194770268|10995116277808
687194770269|10995116277808
687194770270|10995116277808
687194770271|10995116277808
687194770272|10995116277808
687194770273|10995116277808
687194770274|10995116277808
687194770275|10995116277808
687194770276|10995116277808
687194770277|10995116277808
687194770278|10995116277808
687194770279|10995116277808
687194770280|10995116277808
618475293545|10995116277808
618475293546|10995116277808
618475293547|10995116277808
618475293548|10995116277808
618475293549|10995116277808
618475293550|10995116277808
962072677231|10995116277808
962072677232|10995116277808
962072677233|10995116277808
962072677234|10995116277808
962072677235|10995116277808
962072677236|10995116277808
962072677237|10995116277808
962072677238|10995116277808
962072677239|10995116277808
962072677240|10995116277808
962072677241|10995116277808
962072677242|10995116277808
962072677243|10995116277808
962072677244|10995116277808
962072677245|10995116277808
962072677246|10995116277808
962072677247|10995116277808
962072677248|10995116277808
962072677249|10995116277808
824633723778|10995116277808
824633723779|10995116277808
824633723780|10995116277808
824633723781|10995116277808
962072677254|10995116277808
962072677255|10995116277808
962072677256|10995116277808
962072677257|10995116277808
549755816842|10995116277808
549755816843|10995116277808
549755816844|10995116277808
549755816845|10995116277808
549755816846|10995116277808
549755816847|10995116277808
687194770320|10995116277808
687194770321|10995116277808
687194770322|10995116277808
687194770323|10995116277808
687194770324|10995116277808
687194770325|10995116277808
687194770326|10995116277808
687194770327|10995116277808
687194770328|10995116277808
687194770329|10995116277808
687194770330|10995116277808
687194770331|10995116277808
687194770332|10995116277808
687194770333|10995116277808
687194770334|10995116277808
687194770335|10995116277808
687194770336|10995116277808
824633723809|10995116277808
824633723810|10995116277808
824633723811|10995116277808
824633723812|10995116277808
824633723813|10995116277808
824633723814|10995116277808
824633723815|10995116277808
824633723816|10995116277808
824633723817|10995116277808
824633723818|10995116277808
824633723819|10995116277808
687194770348|10995116277808
687194770349|10995116277808
687194770350|10995116277808
1030792154031|10995116277808
1030792154032|10995116277808
1030792154033|10995116277808
1030792154034|10995116277808
1030792154035|10995116277808
1030792154036|10995116277808
481036340149|10995116277808
481036340150|10995116277808
481036340151|10995116277808
481036340152|10995116277808
481036340153|10995116277808
481036340154|10995116277808
481036340155|10995116277808
893353200572|10995116277808
893353200573|10995116277808
893353200574|10995116277808
893353200575|10995116277808
893353200576|10995116277808
893353200577|10995116277808
893353200578|10995116277808
893353200579|10995116277808
893353200580|10995116277808
893353200581|10995116277808
893353200582|10995116277808
893353200583|10995116277808
893353200584|10995116277808
893353200585|10995116277808
893353200586|10995116277808
1168231107531|32985348833329
1168231107532|32985348833329
1168231107533|32985348833329
1168231107534|32985348833329
1168231107535|32985348833329
1168231107536|32985348833329
1168231107537|32985348833329
1168231107538|32985348833329
1168231107539|32985348833329
1168231107540|32985348833329
1168231107541|32985348833329
1168231107542|32985348833329
1168231107543|32985348833329
1168231107544|32985348833329
1168231107545|32985348833329
1168231107546|32985348833329
1168231107547|32985348833329
1168231107548|32985348833329
1168231107549|32985348833329
1168231107550|32985348833329
1168231107551|32985348833329
1168231107552|32985348833329
1168231107553|32985348833329
1168231107554|32985348833329
1168231107555|32985348833329
1168231107556|32985348833329
1168231107557|32985348833329
1168231107558|32985348833329
1168231107559|32985348833329
1168231107560|32985348833329
1168231107561|32985348833329
1168231107562|32985348833329
1099511630827|32985348833329
1099511630828|32985348833329
1099511630829|32985348833329
1099511630830|32985348833329
1099511630831|32985348833329
1099511630832|32985348833329
1099511630833|32985348833329
1099511630834|32985348833329
274877910003|6597069766702
274877910004|6597069766702
274877910005|6597069766702
274877910006|6597069766702
824633723895|6597069766702
824633723896|6597069766702
824633723897|6597069766702
824633723898|6597069766702
687194770427|6597069766702
687194770428|6597069766702
687194770429|6597069766702
687194770430|6597069766702
687194770431|6597069766702
687194770432|6597069766702
687194770433|6597069766702
687194770434|6597069766702
687194770435|6597069766702
687194770436|6597069766702
687194770437|6597069766702
687194770438|6597069766702
687194770439|6597069766702
687194770440|6597069766702
687194770441|6597069766702
687194770442|6597069766702
687194770443|6597069766702
687194770444|6597069766702
687194770445|6597069766702
687194770446|6597069766702
206158433295|6597069766702
206158433296|6597069766702
206158433297|6597069766702
206158433298|6597069766702
206158433299|6597069766702
206158433300|6597069766702
206158433301|6597069766702
206158433302|6597069766702
206158433303|6597069766702
206158433304|6597069766702
206158433305|6597069766702
206158433306|6597069766702
206158433307|6597069766702
206158433308|6597069766702
893353200669|6597069766702
755914247198|6597069766702
755914247199|6597069766702
1168231107616|6597069766702
1168231107617|6597069766702
1168231107618|6597069766702
1168231107619|6597069766702
1168231107620|6597069766702
1168231107621|6597069766702
1168231107622|6597069766702
1168231107623|6597069766702
1168231107624|6597069766702
1168231107625|6597069766702
1168231107626|6597069766702
687194770475|6597069766702
687194770476|6597069766702
687194770477|6597069766702
687194770478|6597069766702
687194770479|6597069766702
687194770480|6597069766702
687194770481|6597069766702
1030792154162|6597069766702
1030792154163|6597069766702
1030792154164|6597069766702
412316863541|6597069766702
412316863542|6597069766702
412316863543|6597069766702
412316863544|6597069766702
412316863545|6597069766702
412316863546|6597069766702
412316863547|6597069766702
412316863548|6597069766702
412316863549|6597069766702
412316863550|6597069766702
893353200703|6597069766702
893353200704|6597069766702
893353200705|6597069766702
893353200706|6597069766702
893353200707|6597069766702
893353200708|6597069766702
893353200709|6597069766702
893353200710|6597069766702
893353200711|6597069766702
893353200712|6597069766702
893353200713|6597069766702
893353200714|6597069766702
893353200715|6597069766702
893353200716|6597069766702
1168231107661|6597069766702
1168231107662|6597069766702
1168231107663|6597069766702
1168231107664|6597069766702
1168231107665|6597069766702
1168231107666|6597069766702
1168231107667|6597069766702
1168231107668|6597069766702
1168231107669|6597069766702
1168231107670|6597069766702
1168231107671|6597069766702
1168231107672|6597069766702
1168231107673|6597069766702
1168231107674|6597069766702
1168231107675|6597069766702
1168231107676|6597069766702
1168231107677|6597069766702
1168231107678|6597069766702
893353200735|6597069766702
893353200736|6597069766702
893353200737|6597069766702
893353200738|6597069766702
893353200739|6597069766702
893353200740|6597069766702
893353200741|6597069766702
893353200742|6597069766702
893353200743|6597069766702
893353200744|6597069766702
481036340329|6597069766702
481036340330|6597069766702
481036340331|6597069766702
481036340332|6597069766702
481036340333|6597069766702
824633724014|6597069766702
824633724015|6597069766702
824633724016|6597069766702
824633724017|6597069766702
824633724018|6597069766702
824633724019|6597069766702
893353200756|6597069766702
893353200757|6597069766702
893353200758|6597069766702
893353200759|6597069766702
893353200760|6597069766702
893353200761|6597069766702
893353200762|6597069766702
893353200763|6597069766702
893353200764|6597069766702
893353200765|6597069766702
893353200766|6597069766702
893353200767|6597069766702
893353200768|6597069766702
893353200769|6597069766702
893353200770|6597069766702
893353200771|6597069766702
893353200772|6597069766702
893353200773|6597069766702
824633724038|6597069766702
824633724039|6597069766702
824633724040|6597069766702
824633724041|6597069766702
824633724042|6597069766702
824633724043|6597069766702
824633724044|6597069766702
824633724045|6597069766702
824633724046|6597069766702
824633724047|6597069766702
755914247312|6597069766702
755914247313|6597069766702
755914247314|6597069766702
755914247315|6597069766702
755914247316|6597069766702
755914247317|6597069766702
755914247318|6597069766702
755914247319|6597069766702
824633724056|6597069766702
824633724057|6597069766702
824633724058|6597069766702
824633724059|6597069766702
824633724060|6597069766702
343597386909|6597069766702
343597386910|6597069766702
343597386911|6597069766702
343597386912|6597069766702
343597386913|6597069766702
343597386914|6597069766702
343597386915|6597069766702
481036340388|6597069766702
481036340389|6597069766702
481036340390|6597069766702
481036340391|6597069766702
481036340392|6597069766702
481036340393|6597069766702
481036340394|6597069766702
481036340395|6597069766702
481036340396|6597069766702
481036340397|6597069766702
481036340398|6597069766702
481036340399|6597069766702
481036340400|6597069766702
824633724081|2199023255594
1030792154296|2199023255594
343597386943|2199023255594
687194770630|2199023255594
824633724109|2199023255594
412316863700|2199023255594
893353200859|2199023255594
962072677602|2199023255594
412316863721|2199023255594
206158433520|2199023255594
343597386999|2199023255594
549755817214|2199023255594
412316863753|2199023255594
1030792154388|2199023255594
549755817247|2199023255594
412316863786|2199023255594
549755817269|2199023255594
549755817280|2199023255594
412316863819|2199023255594
412316863820|2199023255594
412316863821|2199023255594
412316863822|2199023255594
412316863823|2199023255594
412316863824|2199023255594
412316863825|2199023255594
412316863826|2199023255594
412316863827|2199023255594
412316863828|2199023255594
412316863829|2199023255594
412316863830|2199023255594
412316863831|2199023255594
412316863832|2199023255594
412316863833|2199023255594
412316863834|2199023255594
412316863835|2199023255594
412316863836|2199023255594
412316863837|2199023255594
412316863838|2199023255594
412316863839|2199023255594
412316863840|2199023255594
412316863841|2199023255594
412316863842|2199023255594
755914247523|2199023255594
755914247524|2199023255594
755914247525|2199023255594
755914247526|2199023255594
755914247527|2199023255594
755914247528|2199023255594
755914247529|2199023255594
755914247530|2199023255594
755914247531|2199023255594
755914247532|2199023255594
755914247533|2199023255594
755914247534|2199023255594
755914247535|2199023255594
755914247536|2199023255594
755914247537|2199023255594
755914247538|2199023255594
1030792154483|2199023255594
1030792154484|2199023255594
1030792154485|2199023255594
1030792154486|2199023255594
1030792154487|2199023255594
1030792154488|2199023255594
1030792154489|2199023255594
1030792154490|2199023255594
1030792154491|2199023255594
1030792154492|2199023255594
1030792154493|2199023255594
1030792154494|2199023255594
1030792154495|2199023255594
1030792154496|2199023255594
1030792154497|2199023255594
1030792154498|2199023255594
1030792154499|2199023255594
1030792154500|2199023255594
1030792154501|2199023255594
1030792154502|2199023255594
687194770823|2199023255594
687194770824|2199023255594
687194770825|2199023255594
687194770826|2199023255594
687194770827|2199023255594
687194770828|2199023255594
687194770829|2199023255594
1168231107982|2199023255594
1168231107983|2199023255594
1168231107984|2199023255594
1168231107985|2199023255594
1168231107986|2199023255594
1168231107987|2199023255594
